Year,Month,Date,GMT,SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS,prob
2000,1,25,12,79.5,13.8,13.1,-3.4,-1.8,17.7,15.9,276.7,786.67,0,0,15.1,5684,,
2000,1,26,0,91.2,13.6,12.3,0.2,-13.4,20.3,6.9,284.52,947.37,0,0,15.8,5669,,
2000,1,26,12,73.7,11.4,10.1,2.8,7.3,22.7,30,278.34,795.55,0,0,15.7,5703,,
2000,1,27,0,100.9,16.5,16.4,4.4,-9,20.1,11.1,281.94,922.07,0,0,15.3,5655,,
2000,1,27,12,87.3,8.8,6.3,4.4,2,22.3,24.3,282.87,829.91,0,0,19.2,5676,,
2000,1,28,0,73.7,12.2,11.2,5.2,-1.6,23.3,21.7,284.19,939.01,0,0,14.6,5660,,
2000,1,28,12,93.1,4.5,1.9,11.2,8.4,25.3,33.7,282.74,811.42,0,0,19.1,5677,,
2000,1,29,0,166.7,1.9,-0.9,28.3,20.5,28.5,49,288.48,970.69,-106.8,81.5,24.2,5595,,
2000,1,29,12,191.7,3.2,1.5,23.4,20.7,24.1,44.8,283.63,874.13,0,0,22.7,5612,,
2000,1,30,0,120.1,5.7,6.1,17.8,17.7,24.3,42,282.7,942.31,0,0,17.6,5577,,
2000,1,30,12,75.7,2.9,2.5,17.6,10.2,25.7,35.9,281.3,871.87,0,0,13.5,5584,,
2000,1,31,0,90.5,12,12.1,-3.6,11.9,19.7,31.6,283.32,961.17,0,0,18.7,5622,,
2000,1,31,12,124.1,8.3,6.7,3.8,14.3,21.7,36,281.76,852.07,0,0,18.4,5672,,
2000,2,1,0,151,9.5,10.5,11.2,19.1,22.7,41.8,284.6,994.91,0,0,21.6,5607,,
2000,2,1,12,144.8,8.7,7.7,7.2,14.7,21.9,36.6,277.54,774.67,0,0,18.7,5670,,
2000,2,2,0,140.5,5.4,1.9,27.5,13.5,28.9,42.4,289.35,985.67,0,0,26.8,5662,,
2000,2,2,12,234.7,4.1,0.3,32.7,21.7,23.9,45.6,287.39,879.29,-219.1,86.7,33.5,5671,,
2000,2,3,0,338.7,0.7,-4.2,31.2,26.7,26.9,53.6,292.54,990.4,-8.7,890.9,35.2,5638,,
2000,2,3,12,216.3,2.9,-2.6,12.4,21.1,24.1,45.2,292.03,936.63,-42.2,119.5,31.5,5689,,
2000,2,4,0,217.6,8.5,4.4,22.8,17.1,21.3,38.4,289.8,965.23,-93.8,0.5,30.2,5671,,
2000,2,4,12,254.8,5.7,0.2,14.2,20.3,21.3,41.6,291.65,921.43,-64.3,184.1,37.8,5708,,
2000,2,5,0,382.4,0.2,-5.4,32.8,27.1,27.5,54.6,293.53,987.87,-9.4,791.8,36.8,5666,,
2000,2,5,12,256.9,-0.1,-5.7,34.4,23.5,26.7,50.2,293.31,964.65,-14.2,1076.5,38.2,5654,,
2000,2,6,0,221.2,5.1,0.8,36.3,22.1,25.3,47.4,290.74,985.58,-94,21.7,40.8,5660,,
2000,2,6,12,232.8,2.5,-2.1,31.8,23.1,24.7,47.8,291.41,954.06,-33.6,417.5,38.4,5651,,
2000,2,7,0,225.3,2.9,-1.8,31.8,23.3,26.7,50,291.54,987.99,-53.6,216,37.8,5646,,
2000,2,7,12,213.9,4.2,-0.1,16.8,20.9,20.9,41.8,290.92,948.53,-28.4,481.2,33,5630,,
2000,2,8,0,91.8,4.9,2.6,20.6,16.1,25.9,42,287.7,970.78,0,0,24.5,5610,,
2000,2,8,12,220.3,10.5,6.7,19.2,14.7,16.1,30.8,287.54,893.48,-136.4,200.3,35.1,5661,,
2000,2,9,0,115.6,10.3,8.8,14.1,10.3,17.7,28,285.72,938.52,-123.1,133.6,21.7,5577,,
2000,2,9,12,163.4,8,4.5,13.8,11.3,18.1,29.4,287.8,906.91,-93.7,152.1,27.7,5645,,
2000,2,10,0,239,10.3,6.5,21.6,19.5,19.5,39,289,962.72,0,0,38.7,5680,,
2000,2,10,12,156.7,7.1,3.6,9.8,15.5,18.1,33.6,286.99,893.78,-127.4,133.3,29.3,5660,,
2000,2,11,0,157.9,10.4,7.6,5.2,13.3,17.3,30.6,288.56,985.73,0,0,25.9,5640,,
2000,2,11,12,199.1,8.9,5,25.7,14.9,17.7,32.6,288.28,893.11,-136.6,4.3,37.1,5701,,
2000,2,12,0,255.9,7.1,2.4,21.8,21.5,22.7,44.2,290.78,965.07,-99.8,5.6,37,5687,,
2000,2,12,12,259.1,8.6,5.2,35.3,22.5,22.5,45,287.41,919.91,0,0,44.3,5686,,
2000,2,13,0,210.5,10.7,7.8,29.9,18.5,20.5,39,287.76,957.6,0,0,35.9,5673,,
2000,2,13,12,225.5,7.9,3.7,31.9,18.5,21.9,40.4,288.44,903.27,-186.8,26.7,37.9,5705,,
2000,2,14,0,149.1,5.8,1.8,26.6,16.3,24.7,41,289.58,962.6,0,0,34.1,5663,,
2000,2,14,12,102.1,7,4.4,17.4,11.5,23.9,35.4,284.25,862.29,0,0,24.3,5670,,
2000,2,15,0,121.3,11,9.8,15.4,12.7,22.3,35,284.15,927.26,0,0,25.7,5651,,
2000,2,15,12,83.4,11.8,9.6,5.8,4.4,20.9,25.3,282.07,839.31,0,0,26.6,5722,,
2000,2,16,0,169.8,12.3,11.9,10.8,16.9,23.5,40.4,283.09,942.18,0,0,27.8,5700,,
2000,2,16,12,156.2,5.5,4,19,19.1,26.5,45.6,281.71,839.58,0,0,24.6,5674,,
2000,2,17,0,148.1,7,5.5,19.8,18.7,25.3,44,286.53,970.96,0,0,27,5649,,
2000,2,17,12,309.7,2.7,-1.1,34.7,25.5,25.5,51,288.44,882.37,-225.4,149.7,39.4,5696,,
2000,2,18,0,218.2,6.7,1.9,32.1,20.5,21.9,42.4,291.94,987.96,-31.1,213.6,38.1,5653,,
2000,2,18,12,104.2,6.5,5.4,7.4,11.7,25.3,37,280.22,818.41,0,0,18.9,5650,,
2000,2,19,0,106.7,8.2,6.7,5.5,4,20.5,24.5,286.29,949.69,-108.9,29.4,14.4,5575,,
2000,2,19,12,130.2,6.7,5.7,2.9,12.3,21.1,33.4,280.15,813.74,-542.8,30.5,18.6,5617,,
2000,2,20,0,104.8,11.5,11.3,5.9,-2.6,20.3,17.7,283.81,939.13,0,0,14.8,5604,,
2000,2,20,12,191.5,9.7,7.9,15.4,14.5,19.9,34.4,282.34,830.34,-503.6,55.3,26,5640,,
2000,2,21,0,87.3,5.3,2.8,13,7.6,25.3,32.9,286.68,929.37,-193,14.4,20,5627,,
2000,2,21,12,73.7,4.2,0.9,20,8.6,21.9,30.5,287.7,916.64,-87.7,188.9,24.3,5612,,
2000,2,22,0,85.8,16,14.6,4.6,3.9,17.3,21.2,285.29,947.19,0,0,22,5649,,
2000,2,22,12,150.6,12,10.2,7.6,10.1,18.7,28.8,280.64,803.51,0,0,22.6,5684,,
2000,2,23,0,69.8,11.8,10.4,12.4,4.6,18.1,22.7,285.28,935.78,0,0,20,5614,,
2000,2,23,12,142.5,9.6,7.9,14.6,11.5,21.1,32.6,280.04,793.87,0,0,22.3,5683,,
2000,2,24,0,154.1,4.6,2.7,28.3,18.5,26.7,45.2,285.54,929.76,0,0,28.9,5641,,
2000,2,24,12,154.6,9.1,9.3,19.6,15.9,22.9,38.8,273.14,743.03,0,0,24,5653,,
2000,2,25,0,87.3,6.8,5.6,20.7,2.4,24.1,26.5,282.49,878.52,0,0,22.4,5654,,
2000,2,25,12,87.3,9.4,9.1,12.2,9.4,20.5,29.9,275.23,759.57,0,0,21.6,5663,,
2000,2,26,0,106.7,6.5,6.3,17.6,1.8,24.1,25.9,280.94,872.09,0,0,16.7,5614,,
2000,2,26,12,124.2,8.5,8.3,15.8,8.4,21.3,29.7,276.34,770.25,0,0,22.9,5625,,
2000,2,27,0,133.8,11.1,10.8,19.4,13.9,21.3,35.2,283.32,933.49,0,0,25.8,5621,,
2000,2,27,12,145.8,8.5,6.7,4.8,12.1,19.3,31.4,281.61,807.57,-566.1,22.5,21.4,5641,,
2000,2,28,0,203.2,11.9,9.6,10.6,14.7,18.5,33.2,287.21,960.37,-169.2,2.7,25.6,5631,,
2000,2,28,12,98.9,14,12.9,-1,-6.4,17.3,10.9,276.79,751.51,0,0,16,5690,,
2000,2,29,0,77.6,18.8,18.3,5.8,-0.6,16.3,15.7,282.43,918.78,0,0,18.2,5680,,
2000,2,29,12,115.1,9.7,7.6,9.2,8.7,20.1,28.8,281.2,797.93,0,0,21.1,5709,,
2000,3,1,0,148.2,10.4,9.1,22.4,14.1,23.5,37.6,286.9,977.05,0,0,27.6,5663,,
2000,3,1,12,122.2,2.5,-0.3,12,7.2,24.9,32.1,283.94,795.33,-598,306.8,18.4,5752,,
2000,3,2,0,290.6,-0.1,-4.9,34,20.9,32.9,53.8,291.95,964.86,-214.5,562.7,32,5679,,
2000,3,2,12,329,1,-3.2,34,24.9,27.5,52.4,288.37,847.37,-348.5,418.9,40.8,5712,,
2000,3,3,0,42.7,6.3,2.2,14.8,5.4,26.9,32.3,289.57,948.87,-239.2,82.9,21,5672,,
2000,3,3,12,252.8,2.3,-3.8,27.6,21.5,25.7,47.2,292.45,883.87,-181.5,918.4,34.6,5727,,
2000,3,4,0,134.2,4.7,-1.9,20.6,12.7,24.3,37,294.67,980.24,-56.9,515.1,31.1,5711,,
2000,3,4,12,143.3,2.7,-3.9,21.8,12.1,26.9,39,293.66,900.92,-139.1,1102.6,33,5738,,
2000,3,5,0,100.9,3.7,-3.1,18.6,7.8,27.5,35.3,295.04,977.62,-62.2,731,25.5,5704,,
2000,3,5,12,143.5,4.6,-1.1,19.6,9.3,25.9,35.2,291.75,880.57,-259.5,583.2,34.2,5736,,
2000,3,6,0,104.8,7.3,0.6,16.4,3.4,25.5,28.9,294.84,977.65,-114.6,427.4,27.2,5722,,
2000,3,6,12,147.7,3.8,-3.1,16.6,11.1,25.3,36.4,293.72,897.45,-168.4,961.8,31.3,5761,,
2000,3,7,0,196.8,6.7,0.2,33.3,18.3,25.5,43.8,294.03,975.14,-103.3,46.8,40.5,5745,,
2000,3,7,12,74.6,1.3,-5.1,18,8.1,28.3,36.4,292.96,887.22,-183.3,1106.8,29.7,5740,,
2000,3,8,0,156.1,5.6,-0.3,24.4,11.5,26.7,38.2,293.24,959.21,-165.1,281.1,29.9,5725,,
2000,3,8,12,217,1.2,-4.5,31,18.5,27.7,46.2,292.03,887.68,-194.4,810.5,38.5,5735,,
2000,3,9,0,81.5,10.4,6.1,12.4,-3.8,19.3,15.5,291.37,964.98,-108.8,238.3,23,5672,,
2000,3,9,12,126.7,11.1,9.9,15.6,7.7,20.3,28,277.62,750.56,0,0,24.2,5704,,
2000,3,10,0,138.6,14.8,12.6,5.4,7.9,18.3,26.2,285.86,926.65,0,0,22.9,5685,,
2000,3,10,12,104.8,12.3,10.9,-1.8,-2.2,18.7,16.5,278.2,756.15,0,0,16.3,5702,,
2000,3,11,0,139.6,11.8,6.9,6.2,6.7,19.5,26.2,292.03,972.76,-137.1,163.3,29.1,5698,,
2000,3,11,12,141.6,10.8,6.7,3.6,4.9,20.1,25,288.01,847.61,-417.7,210.7,25.2,5722,,
2000,3,12,0,91.2,5.2,-0.8,12.2,5,23.9,28.9,293.94,967.24,-66.1,534.9,24.5,5684,,
2000,3,12,12,91.2,3,-4.2,15.8,5.1,24.5,29.6,295.7,929.43,-83.8,2503.2,29.2,5710,,
2000,3,13,0,75.7,1.8,-4.8,19.2,8,30.1,38.1,294.94,956.1,-120.8,1327.4,28.9,5709,,
2000,3,13,12,105.6,-2.3,-9.6,16.8,11.1,30.5,41.6,295.81,919.94,-103.3,4105,23.6,5719,,
2000,3,14,0,204.1,0.3,-7.1,24.6,18.3,29.3,47.6,296.41,977.46,-9.9,1.3,35,5708,,
2000,3,14,12,205.6,1.9,-2.3,28.8,19.9,26.7,46.6,288.13,825.7,-442.9,680.1,31.7,5714,,
2000,3,15,0,150.1,6,1.1,18.8,13.3,22.9,36.2,291.59,942.64,-83.5,225.5,25.5,5686,,
2000,3,15,12,205.3,7.3,4,17.4,15.9,23.3,39.2,284.88,804.61,0,0,31,5770,,
2000,3,16,0,140,10.2,6.7,19,11.1,20.7,31.8,287.67,922.9,-196.7,1.8,26.7,5693,,
2000,3,16,12,83.4,6.5,4.1,0.6,2.2,22.5,24.7,281.58,776.05,-849.8,6,15.6,5715,,
2000,3,17,0,79.5,9,5.9,5,2.6,23.5,26.1,287.63,937.94,0,0,15.6,5697,,
2000,3,17,12,123.8,10.7,8.3,10.2,6.9,26.1,33,278.81,736.01,0,0,21,5808,,
2000,3,18,0,73.7,6.6,1.5,7.8,4.4,25.5,29.9,292.18,967.51,-158.2,113.9,20.2,5704,,
2000,3,18,12,349,3.7,-0.9,36.6,23.3,28.7,52,288.73,847.12,-433.3,306.5,42.2,5757,,
2000,3,19,0,403,2.7,-4.5,35.2,26.3,27.9,54.2,295.65,980.15,-7,7.4,40.9,5723,,
2000,3,19,12,84.3,0.3,-6.2,17.4,8.1,27.1,35.2,293.4,879.68,-194.8,2699.2,31.7,5741,,
2000,3,20,0,149.4,0.4,-7.3,21,17.3,26.1,43.4,296.64,980.06,-10.7,2406.6,33.3,5700,,
2000,3,20,12,173.4,6.1,3.5,26.4,17.3,27.9,45.2,281,765.12,0,0,31.3,5756,,
2000,3,21,0,44.6,7.9,4.6,8,6.2,28.1,34.3,287.32,932.14,0,0,16.3,5718,,
2000,3,21,12,121.2,5.6,3.5,11.6,13.7,29.3,43,277.99,730.15,0,0,19.3,5748,,
2000,3,22,0,46.6,7.7,4.2,8,5.8,27.3,33.1,287.3,923.05,0,0,15.8,5718,,
2000,3,22,12,50.4,2.4,-1.8,7.6,1.6,29.3,30.9,287.07,807.66,-644.9,504.9,20.3,5760,,
2000,3,23,0,60.1,5.5,-0.3,10.6,7.6,25.3,32.9,293.19,969.99,-83.8,401,22.9,5706,,
2000,3,23,12,68.2,3.3,-0.9,14.4,10.5,28.3,38.8,287.19,835.37,-532.9,206.9,24.3,5748,,
2000,3,24,0,38.8,5.2,0.8,17,6.4,32.1,38.5,288.77,928.63,-525.3,4,21.6,5735,,
2000,3,24,12,128.5,-1.4,-5.4,23.6,17.7,31.5,49.2,287.25,826.4,-503.3,1168.3,27.9,5707,,
2000,3,25,0,106.1,4.9,0.6,15.4,14.7,27.7,42.4,288.36,906.66,-415.6,21,26.4,5718,,
2000,3,25,12,46.6,6,3.6,9.2,5.6,28.5,34.1,279.42,748.46,0,0,19.7,5752,,
2000,3,26,0,101.2,3.7,1.1,19,18.1,29.3,47.4,284.07,862.41,-667.4,10.2,25,5690,,
2000,3,26,12,119.9,2.3,-0.7,16.6,17.5,28.5,46,283.11,790.88,-877.1,46.8,28.3,5720,,
2000,3,27,0,89.2,2.7,-1.8,22,16.5,30.1,46.6,289.41,931.44,-268.9,103.4,26.8,5693,,
2000,3,27,12,103.7,2.3,-0.7,25,14.1,27.7,41.8,284.3,789.75,-777,456.6,24.7,5705,,
2000,3,28,0,131,5.2,-0.7,27,16.7,29.5,46.2,289.27,925.4,-359.9,7.5,26.5,5691,,
2000,3,28,12,133,2.2,-1.1,22.2,16.1,28.5,44.6,284.46,778.73,-915.7,1.3,26.9,5739,,
2000,3,29,0,81.4,2.2,-2.8,27.4,15.3,29.3,44.6,291.27,936.84,-183,357.9,27.3,5693,,
2000,3,29,12,87.2,1.5,-0.5,12.6,15.1,29.3,44.4,280.41,727.19,-1503.7,120.5,19.3,5716,,
2000,3,30,0,149.2,5.3,-1.5,0.4,16.3,25.7,42,294.67,980.24,-82.1,263.4,34.5,5735,,
2000,3,30,12,167.8,2.4,-3.5,1,17.9,25.9,43.8,291.47,857.62,-280.5,770,32.1,5774,,
2000,3,31,0,46.8,8,0.5,6.6,5.3,24.7,30,295.65,980.15,-92.2,52.1,32.2,5774,,
2000,3,31,12,44.6,3.9,-2.2,5.6,-0.6,25.5,24.9,291.83,861.37,-267.3,104.5,24.3,5789,,
2000,4,1,0,58.7,6.6,-1.1,4.4,4.3,25.7,30,296.44,984.95,-104.8,87.2,24.9,5791,,
2000,4,1,12,136.7,1.6,-5.5,8.8,10.5,28.1,38.6,294.28,882.92,-225.4,3158.6,27.1,5801,,
2000,4,2,0,147,6.2,-1.8,24.4,11.7,28.9,40.6,296.09,966.9,-238.3,28.3,37.1,5835,,
2000,4,2,12,140.5,1.6,-6.1,24.4,10.5,29.5,40,295.5,889.57,-226.7,3395.3,38.3,5821,,
2000,4,3,0,88.9,5.4,-3.1,18.8,6.7,27.1,33.8,297.17,974.78,-115.8,2048.6,33.5,5797,,
2000,4,3,12,204.2,1.7,-5.5,22.4,15.9,26.9,42.8,293.99,856.03,-319.2,3340.1,33.6,5827,,
2000,4,4,0,199.4,5.9,-2.7,26.2,14.3,27.1,41.4,297.3,969.41,-94.3,1142.2,41.2,5817,,
2000,4,4,12,56.3,-0.7,-7.6,18,6.2,31.3,37.5,293.63,856.28,-319.1,3265.3,30.5,5801,,
2000,4,5,0,143.2,1.9,-6.4,21.4,14.1,29.7,43.8,297.1,969.44,0,0,32.4,5783,,
2000,4,5,12,93.4,0.1,-8.5,16.4,8.5,33.1,41.6,297.13,919.48,-181.6,4334.4,35.8,5821,,
2000,4,6,0,136.5,4,-5.1,15.8,11.3,30.5,41.8,298.24,982.5,-187.7,1888,38.2,5823,,
2000,4,6,12,114.4,3.5,-0.9,20,11.1,30.7,41.8,287.35,812.27,-747.5,438.5,38.8,5798,,
2000,4,7,0,145.1,3.3,-5.4,21.2,13.5,29.9,43.4,297.59,977.34,-158.4,2670.6,30.6,5788,,
2000,4,7,12,167,4.3,-4,27.1,13.5,29.3,42.8,295.71,900.01,-303.6,2302.6,49.1,5872,,
2000,4,8,0,75,2.5,-6.6,2.2,8.1,29.7,37.8,297.99,977.31,-113.2,2526.3,34.5,5807,,
2000,4,8,12,136.8,2.1,-4.7,6.2,12.3,29.5,41.8,292.87,848.53,-440.4,2231.8,33.1,5854,,
2000,4,9,0,50.4,3.2,-5.4,14.8,4,31.9,35.9,297.33,972.09,-233.4,570.4,30.4,5823,,
2000,4,9,12,82.2,0,-9.2,21.4,8.5,32.7,41.2,298.42,937.79,-139.8,4698.3,41.2,5829,,
2000,4,10,0,228.2,0.2,-8.7,27.4,18.7,32.1,50.8,297.89,969.35,-156.1,3572.2,42,5804,,
2000,4,10,12,67.8,-0.6,-5.9,13.2,8.9,31.9,40.8,289.96,810.13,-612.8,1623.9,24.9,5799,,
2000,4,11,0,46.6,5.4,-3.9,13.4,3.8,32.7,36.5,298.02,979.93,-294.5,1416.9,32.4,5860,,
2000,4,11,12,67.9,0.4,-6.3,14.2,2.4,32.7,35.1,293.26,872.24,-355.6,1683,29.8,5802,,
2000,4,12,0,345.7,2.2,-1.9,27.2,23.9,32.3,56.2,288.83,909.71,-406.2,121.8,33.6,5722,,
2000,4,12,12,375.8,-4.4,-11.6,25.6,26.7,28.7,55.4,295.02,882.52,-148.3,3751.8,42.5,5750,,
2000,4,13,0,153.4,1.5,-6.7,18.2,18.7,28.1,46.8,297.03,980,-49.8,1645.3,35.3,5766,,
2000,4,13,12,397.5,-2.8,-10.5,27.4,26.3,30.1,56.4,295.72,885.85,-171.7,3571,40.3,5797,,
2000,4,14,0,187.1,-3.2,-9.8,23.8,18.5,35.3,53.8,295.23,977.58,-96.1,1649,27.6,5707,,
2000,4,14,12,193,3.8,-3.8,27.2,19.9,28.5,48.4,289.62,830.65,-246.2,388.7,30,5754,,
2000,4,15,0,234.1,-2.3,-10.2,17.8,22.5,30.1,52.6,297,977.4,-6.4,2412.3,32.1,5722,,
2000,4,15,12,114.5,6.8,1.7,29.3,15.1,30.1,45.2,291.72,962.2,-428.8,24.7,38.7,5773,,
2000,4,16,0,135.4,6.7,0.9,17.6,14.9,26.7,41.6,293.12,985.43,0,0,38.2,5765,,
2000,4,16,12,388.3,-1.3,-9,36.6,27.1,27.9,55,295.83,903.4,-104.1,3655.3,49.1,5777,,
2000,4,17,0,123.2,-1.2,-9.3,32.5,18.5,29.7,48.2,297.17,974.78,-16.2,2799.9,41,5725,,
2000,4,17,12,243,0,-7.4,33.9,19.9,31.7,51.6,294.43,886.49,-270.1,2059.7,48.4,5820,,
2000,4,18,0,68.2,1.7,-6,14.4,10.3,31.1,41.4,296.39,974.87,-119.1,1512.1,30.7,5747,,
2000,4,18,12,250.7,-0.8,-9.4,32.4,18.5,33.5,52,297.11,912.95,-149.2,3881,44.9,5813,,
2000,4,19,0,184.5,0.1,-8.8,31,18.5,31.3,49.8,298.15,974.66,-7.2,2.1,40.6,5766,,
2000,4,19,12,164.6,-1.2,-8.9,27.4,17.9,31.1,49,295.05,878.8,-236.9,3493.3,42.2,5825,,
2000,4,20,0,291.6,1.9,-7,33.8,19.9,33.5,53.4,298.04,982.5,-177.7,2386.7,45.4,5800,,
2000,4,20,12,209.7,-0.1,-8.1,27.2,16.9,33.7,50.6,296.14,906.66,-227.1,3249.4,45.3,5819,,
2000,4,21,0,374,3.8,-2.1,40.3,27.3,27.3,54.6,292.9,950.91,-203,269.1,57.3,5760,,
2000,4,21,12,216.1,4.4,-3.5,26.8,17.5,29.7,47.2,295.04,913.74,-343.8,1187.4,44,5862,,
2000,4,22,0,216.6,1.1,-8.2,32.9,18.5,32.5,51,298.88,987.56,-86.4,3107.8,47.7,5796,,
2000,4,22,12,442,1.8,-7.2,31.4,25.9,31.1,57,297.01,899.46,-328.5,2946.9,51.6,5902,,
2000,4,23,0,299,3.3,-2.5,34.5,23.1,29.9,53,292.52,951,-290.4,326.7,43.7,5765,,
2000,4,23,12,351.6,-2.7,-10.6,34.8,24.7,30.7,55.4,296.2,903.24,-119.4,3667.1,45.7,5792,,
2000,4,24,0,389.4,-2.8,-11,34.2,22.5,35.1,57.6,297.18,961.26,-14.3,5.6,41.2,5763,,
2000,4,24,12,305.7,1.9,-4.1,36.9,21.5,33.1,54.6,285.15,786.73,-547.6,15.3,25.1,5763,,
2000,4,25,0,288,2.6,-3.1,35.9,21.1,31.7,52.8,293.31,964.65,-235,483.7,40.1,5740,,
2000,4,25,12,459.8,1.6,-10,26.4,27.3,27.7,55,298.67,920.79,-10.4,4333.5,45,5795,,
2000,4,26,0,401.4,3.2,-4.3,35.3,19.3,30.5,49.8,295.89,966.93,-170.1,801.1,50.8,5792,,
2000,4,26,12,302.8,-2.2,-10.8,29.8,22.7,28.1,50.8,297.89,919.2,-63.7,4431,46.4,5794,,
2000,4,27,0,321.5,2.8,-5.7,33,21.7,31.1,52.8,297.42,979.97,-154.2,1390.7,50.5,5816,,
2000,4,27,12,138.5,1.4,-6,18.2,12.1,29.3,41.4,295.13,910.42,-191.5,1292.5,33.1,5802,,
2000,4,28,0,328.4,1.2,-8.2,31.2,20.1,34.1,54.2,299,979.84,-187.6,3114.1,44.2,5836,,
2000,4,28,12,392.6,1.2,-9.6,33.4,24.1,31.1,55.2,296.58,902.61,-70.9,3456.9,39.1,5812,,
2000,4,29,0,80.4,2.6,-6.5,12.8,7.3,33.7,41,298.12,972,-242.8,2269.3,37.7,5841,,
2000,4,29,12,549.5,-2.4,-13.6,38,22.9,36.9,59.8,297.85,918.32,-59.9,5732.7,38,5783,,
2000,4,30,0,333.3,4.2,-3.8,31,21.7,31.5,53.2,296,961.44,-247.5,940.2,48.8,5820,,
2000,4,30,12,71.8,-3.9,-11.6,13.2,10,34.3,44.3,296.17,913.31,-109.5,3135.7,31.8,5753,,
2000,5,1,0,362.4,-3.9,-12.3,35.8,23.1,33.5,56.6,298.12,952.57,-25.3,1.9,43.7,5735,,
2000,5,1,12,135.5,-2.2,-10.7,22.6,14.1,30.1,44.2,297.97,915.91,-51.1,11.1,39.4,5767,,
2000,5,2,0,331.9,2.2,-6.8,32,24.7,25.3,50,298.34,961.04,-19.8,3343.9,55.1,5776,,
2000,5,2,12,170,-0.5,-8.3,24.8,17.1,26.5,43.6,296.14,906.66,-88.9,18.3,43.6,5775,,
2000,5,3,0,460,1.1,-6.2,31.6,27.5,31.1,58.6,295.45,980.15,-148.1,1092.2,45.8,5764,,
2000,5,3,12,437.1,-5.2,-13.1,26.4,28.3,29.9,58.2,296.65,916.4,-57.9,5266,43.1,5731,,
2000,5,4,0,47,4.3,-0.5,14.4,10.3,29.7,40,291.53,962.27,-322.6,126.3,23.7,5734,,
2000,5,4,12,140.2,0.7,-6.1,25.6,15.7,28.7,44.4,293.51,886.95,-207.3,1513.1,38.6,5787,,
2000,5,5,0,160.5,1.9,-5.3,23.6,17.5,27.3,44.8,295.37,972.34,-44.5,1255.1,34.6,5742,,
2000,5,5,12,176.8,2.6,-3.4,24.8,16.3,27.7,44,291.47,865.55,-294.7,1178.8,36.9,5786,,
2000,5,6,0,168,3.7,-3.7,25.8,17.3,25.9,43.2,295.6,974.96,-36.2,1113.5,34.7,5741,,
2000,5,6,12,181.7,1.9,-4.9,28,19.1,26.3,45.4,293.27,868.36,-231.1,1641.7,42,5798,,
2000,5,7,0,171.7,5.6,-1.9,20.6,16.5,25.3,41.8,295.03,950.42,-92.3,212.8,33.5,5783,,
2000,5,7,12,193.7,4.6,-1.6,29.9,17.9,25.7,43.6,291.37,841.05,-415.1,342.4,44.1,5828,,
2000,5,8,0,150.5,2.9,-5.3,27.3,16.9,22.1,39,297.4,977.37,-4.5,2470.2,42.4,5721,,
2000,5,8,12,181.3,4.6,-2.5,31.9,17.5,23.1,40.6,294.71,935.84,-71.9,875.8,48,5752,,
2000,5,9,0,211.9,5.7,-4.1,35.1,19.3,26.3,45.6,299.33,995.07,-67.3,2358.8,58.1,5824,,
2000,5,9,12,182.8,2,-5.7,29.1,18.1,26.7,44.8,295.42,913.59,-115.6,3023.5,43.8,5791,,
2000,5,10,0,261.4,5.4,-3.7,40.5,23.1,25.3,48.4,298.02,979.93,-83.1,1520.2,63.5,5819,,
2000,5,10,12,374.2,4.5,-3.4,47.7,24.7,27.1,51.8,294.91,867.45,-348,2116,75.6,5890,,
2000,5,11,0,229.7,6.1,-1.7,41.1,22.1,26.7,48.8,296.02,977.52,-151.7,476.5,55.1,5806,,
2000,5,11,12,174.4,4.4,-2.8,26.4,20.3,28.1,48.4,288.37,805.08,-386.3,693.2,30.7,5768,,
2000,5,12,0,280.3,3.2,-4.6,40.3,23.1,29.3,52.4,295.91,955.89,-148.2,1412,52.3,5791,,
2000,5,12,12,269.7,3.6,-5.3,32.1,22.9,27.3,50.2,292.33,832.76,-216.4,1772.4,40.2,5801,,
2000,5,13,0,193.9,3.3,-6.1,24.8,17.1,26.3,43.4,298.9,971.91,-44.2,2828.3,38.8,5817,,
2000,5,13,12,342.5,2.2,-10,34.9,24.1,27.3,51.4,299.58,856.85,-107.9,5544.5,54.1,5892,,
2000,5,14,0,187.9,0.2,-10,35.5,19.9,27.3,47.2,300.94,977.01,-32.9,5047,52,5811,,
2000,5,14,12,127.1,5.1,-3.4,29.5,13.9,31.9,45.8,291.46,863.22,-285.4,534.9,34.5,5814,,
2000,5,15,0,197.1,3.5,-5.4,40.5,19.7,30.1,49.8,298.09,987.63,-168.7,1014.5,54.7,5825,,
2000,5,15,12,176.4,6.5,-2,30.3,15.9,28.5,44.4,291.28,826.14,-343.5,620.1,42.7,5817,,
2000,5,16,0,160,6.6,-1.7,32.5,16.5,26.9,43.4,290.98,840.45,-246,368.6,39.6,5801,,
2000,5,16,12,203.7,11.9,4.9,28.7,17.3,23.3,40.6,287.9,838.58,0,0,43.4,5822,,
2000,5,17,0,307.6,5.6,-4.7,46.9,23.1,27.9,51,295.34,871.1,-151.8,2109.6,59.3,5837,,
2000,5,17,12,211.1,7.4,-2.1,31.5,17.1,25.7,42.8,293.99,883.52,-140.9,699.2,40.4,5800,,
